 TITLE="SURFACE DATA."
 variables="z","Theta","P","U","V","W","T","M"
 ZONE T="POST", I=     1, J=   200, K=   120
 0.000000000D+00  0.605477116D+01 -0.443116188D+00  0.000000000D+00 -0.867361738D-18  0.433680869D-18  0.100000000D+01  0.447622108D+01
 0.000000000D+00  0.606721722D+01 -0.441287607D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.449595976D+01
 0.000000000D+00  0.607942228D+01 -0.439401776D+00 -0.433680869D-18  0.867361738D-18 -0.216840434D-18  0.100000000D+01  0.450404644D+01
 0.000000000D+00  0.609139464D+01 -0.437467128D+00 -0.433680869D-18  0.000000000D+00  0.216840434D-18  0.100000000D+01  0.450113535D+01
 0.000000000D+00  0.610314211D+01 -0.435492218D+00  0.216840434D-18 -0.867361738D-18  0.000000000D+00  0.100000000D+01  0.448793554D+01
 0.000000000D+00  0.611467223D+01 -0.433484882D+00  0.216840434D-18  0.000000000D+00  0.216840434D-18  0.100000000D+01  0.446518850D+01
 0.000000000D+00  0.612599203D+01 -0.431453109D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.443354750D+01
 0.000000000D+00  0.613710828D+01 -0.429405838D+00 -0.216840434D-18  0.000000000D+00  0.433680869D-18  0.100000000D+01  0.439383984D+01
 0.000000000D+00  0.614802741D+01 -0.427349985D+00 -0.433680869D-18  0.173472348D-17 -0.216840434D-18  0.100000000D+01  0.434683657D+01
 0.000000000D+00  0.615875556D+01 -0.425291330D+00  0.000000000D+00  0.867361738D-18 -0.216840434D-18  0.100000000D+01  0.429321337D+01
 0.000000000D+00  0.616929856D+01 -0.423237294D+00  0.216840434D-18  0.867361738D-18  0.000000000D+00  0.100000000D+01  0.423356772D+01
 0.000000000D+00  0.617966198D+01 -0.421194553D+00  0.000000000D+00 -0.867361738D-18  0.216840434D-18  0.100000000D+01  0.416852427D+01
 0.000000000D+00  0.618985118D+01 -0.419168383D+00  0.108420217D-18  0.867361738D-18 -0.216840434D-18  0.100000000D+01  0.409877920D+01
 0.000000000D+00  0.619987125D+01 -0.417164296D+00  0.108420217D-18  0.000000000D+00 -0.216840434D-18  0.100000000D+01  0.402492952D+01
 0.000000000D+00  0.620972708D+01 -0.415187568D+00 -0.108420217D-18  0.000000000D+00 -0.216840434D-18  0.100000000D+01  0.394758344D+01
 0.000000000D+00  0.621942335D+01 -0.413241833D+00 -0.216840434D-18  0.000000000D+00  0.433680869D-18  0.100000000D+01  0.386736631D+01
 0.000000000D+00  0.622896456D+01 -0.411330700D+00  0.108420217D-18  0.867361738D-18  0.000000000D+00  0.100000000D+01  0.378477788D+01
 0.000000000D+00  0.623835500D+01 -0.409458011D+00 -0.542101086D-19 -0.867361738D-18  0.216840434D-18  0.100000000D+01  0.370032167D+01
 0.000000000D+00  0.624759883D+01 -0.407626838D+00  0.000000000D+00  0.173472348D-17  0.000000000D+00  0.100000000D+01  0.361453676D+01
 0.000000000D+00  0.625670002D+01 -0.405840099D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.352804017D+01
 0.000000000D+00  0.626566240D+01 -0.404100388D+00  0.000000000D+00  0.000000000D+00  0.216840434D-18  0.100000000D+01  0.344150996D+01
 0.000000000D+00  0.627448964D+01 -0.402406126D+00  0.542101086D-19 -0.867361738D-18  0.433680869D-18  0.100000000D+01  0.335547423D+01
 0.535219088D-01  0.974699150D-04 -0.400804848D+00 -0.108420217D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.400012827D+01
 0.534936748D-01  0.879774415D-02 -0.398737192D+00 -0.108420217D-18 -0.867361738D-18  0.000000000D+00  0.100000000D+01  0.390223885D+01
 0.535079725D-01  0.175634062D-01 -0.396650374D+00 -0.271050543D-19  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.379462433D+01
 0.535356104D-01  0.264866476D-01 -0.394550264D+00  0.000000000D+00  0.000000000D+00 -0.433680869D-18  0.100000000D+01  0.368277979D+01
 0.535622500D-01  0.355741961D-01 -0.392443985D+00 -0.542101086D-19 -0.867361738D-18 -0.216840434D-18  0.100000000D+01  0.356741691D+01
 0.535819307D-01  0.448242464D-01 -0.390349299D+00  0.609863722D-19  0.000000000D+00 -0.433680869D-18  0.100000000D+01  0.344882870D+01
 0.535934642D-01  0.542387415D-01 -0.388279110D+00  0.135525272D-19  0.867361738D-18 -0.433680869D-18  0.100000000D+01  0.332744694D+01
 0.535973311D-01  0.638205127D-01 -0.386240393D+00  0.271050543D-19  0.000000000D+00  0.433680869D-18  0.100000000D+01  0.320388460D+01
 0.535942577D-01  0.735733722D-01 -0.384238213D+00 -0.271050543D-19  0.867361738D-18  0.000000000D+00  0.100000000D+01  0.307882094D+01
 0.535849147D-01  0.835015553D-01 -0.382277370D+00 -0.271050543D-19 -0.867361738D-18 -0.216840434D-18  0.100000000D+01  0.295294690D+01
 0.535695553D-01  0.936097139D-01 -0.380362511D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.282695866D+01
 0.535486899D-01  0.103902526D+00 -0.378498107D+00  0.000000000D+00 -0.867361738D-18 -0.216840434D-18  0.100000000D+01  0.270159674D+01
 0.535225757D-01  0.114385110D+00 -0.376688421D+00  0.542101086D-19  0.433680869D-18  0.216840434D-18  0.100000000D+01  0.257757258D+01
 0.534913354D-01  0.125062694D+00 -0.374937385D+00  0.000000000D+00  0.433680869D-18  0.216840434D-18  0.100000000D+01  0.245562291D+01
 0.534545891D-01  0.135940851D+00 -0.373248339D+00  0.000000000D+00  0.000000000D+00 -0.433680869D-18  0.100000000D+01  0.233639169D+01
 0.534124002D-01  0.147025387D+00 -0.371623904D+00  0.542101086D-19  0.000000000D+00 -0.216840434D-18  0.100000000D+01  0.222043776D+01
 0.533646420D-01  0.158322167D+00 -0.370065868D+00 -0.542101086D-19  0.000000000D+00 -0.650521303D-18  0.100000000D+01  0.210823607D+01
 0.533114076D-01  0.169837481D+00 -0.368575096D+00  0.542101086D-19  0.000000000D+00  0.433680869D-18  0.100000000D+01  0.200013471D+01
 0.532526635D-01  0.181577595D+00 -0.367151529D+00 -0.542101086D-19  0.433680869D-18  0.000000000D+00  0.100000000D+01  0.189633179D+01
 0.531885959D-01  0.193549529D+00 -0.365794092D+00  0.108420217D-18  0.433680869D-18 -0.216840434D-18  0.100000000D+01  0.179689562D+01
 0.531193428D-01  0.205760021D+00 -0.364500999D+00  0.000000000D+00 -0.433680869D-18  0.000000000D+00  0.100000000D+01  0.170174861D+01
 0.530451201D-01  0.218216705D+00 -0.363269746D+00 -0.542101086D-19  0.000000000D+00 -0.216840434D-18  0.100000000D+01  0.161071801D+01
 0.529661961D-01  0.230926934D+00 -0.362097174D+00  0.000000000D+00  0.000000000D+00 -0.433680869D-18  0.100000000D+01  0.152350581D+01
 0.528829098D-01  0.243899019D+00 -0.360979050D+00  0.000000000D+00  0.000000000D+00 -0.216840434D-18  0.100000000D+01  0.143976963D+01
 0.527957715D-01  0.257141290D+00 -0.359911561D+00  0.542101086D-19 -0.216840434D-18  0.000000000D+00  0.100000000D+01  0.135910809D+01
 0.527050756D-01  0.270662785D+00 -0.358900011D+00  0.000000000D+00 -0.216840434D-18  0.216840434D-18  0.100000000D+01  0.128129101D+01
 0.526114702D-01  0.284473027D+00 -0.357930213D+00 -0.542101086D-19 -0.433680869D-18  0.216840434D-18  0.100000000D+01  0.120510590D+01
 0.525152869D-01  0.298581373D+00 -0.356990546D+00  0.000000000D+00  0.000000000D+00  0.216840434D-18  0.100000000D+01  0.113011503D+01
 0.524174497D-01  0.312997844D+00 -0.356088460D+00  0.000000000D+00  0.216840434D-18 -0.216840434D-18  0.100000000D+01  0.105695128D+01
 0.523187220D-01  0.327732154D+00 -0.355220616D+00  0.000000000D+00  0.000000000D+00  0.216840434D-18  0.100000000D+01  0.985328674D+00
 0.522201210D-01  0.342794912D+00 -0.354384869D+00  0.542101086D-19  0.000000000D+00  0.108420217D-18  0.100000000D+01  0.914852023D+00
 0.521226339D-01  0.358199107D+00 -0.353580922D+00  0.000000000D+00  0.216840434D-18 -0.216840434D-18  0.100000000D+01  0.845059633D+00
 0.520275049D-01  0.373957947D+00 -0.352810293D+00 -0.542101086D-19 -0.108420217D-18  0.000000000D+00  0.100000000D+01  0.775463343D+00
 0.519356690D-01  0.390084961D+00 -0.352076888D+00  0.542101086D-19 -0.108420217D-18 -0.108420217D-18  0.100000000D+01  0.705559611D+00
 0.518484935D-01  0.406596333D+00 -0.351387143D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.634966314D+00
 0.517669022D-01  0.423508142D+00 -0.350750565D+00 -0.271050543D-19 -0.108420217D-18 -0.108420217D-18  0.100000000D+01  0.563691676D+00
 0.516915768D-01  0.440839154D+00 -0.350179642D+00  0.271050543D-19  0.542101086D-19  0.000000000D+00  0.100000000D+01  0.492660612D+00
 0.516230203D-01  0.458609079D+00 -0.349689722D+00 -0.271050543D-19  0.000000000D+00 -0.542101086D-19  0.100000000D+01  0.424698353D+00
 0.515614897D-01  0.476839856D+00 -0.349298507D+00 -0.271050543D-19  0.271050543D-19  0.162630326D-18  0.100000000D+01  0.366156369D+00
 0.515075661D-01  0.495554067D+00 -0.349025220D+00  0.135525272D-19  0.000000000D+00  0.271050543D-19  0.100000000D+01  0.328494340D+00
 0.514612049D-01  0.514776775D+00 -0.348889202D+00 -0.813151629D-19 -0.152465931D-19  0.813151629D-19  0.100000000D+01  0.325581819D+00
 0.514228940D-01  0.534534187D+00 -0.348908573D+00 -0.542101086D-19  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.362588197D+00
 0.513924174D-01  0.554855108D+00 -0.349098623D+00 -0.108420217D-18  0.813151629D-19  0.542101086D-19  0.100000000D+01  0.430346161D+00
 0.513701178D-01  0.575769960D+00 -0.349470437D+00  0.000000000D+00  0.542101086D-19  0.542101086D-19  0.100000000D+01  0.514568031D+00
 0.513558015D-01  0.597311748D+00 -0.350030065D+00  0.108420217D-18 -0.108420217D-18 -0.508219768D-19  0.100000000D+01  0.603316009D+00
 0.513499156D-01  0.619516129D+00 -0.350778073D+00 -0.108420217D-18  0.000000000D+00 -0.542101086D-19  0.100000000D+01  0.687806666D+00
 0.513525829D-01  0.642420899D+00 -0.351710558D+00 -0.108420217D-18  0.000000000D+00 -0.542101086D-19  0.100000000D+01  0.761547983D+00
 0.513642169D-01  0.666065257D+00 -0.352820128D+00 -0.108420217D-18  0.108420217D-18  0.000000000D+00  0.100000000D+01  0.819841087D+00
 0.513856560D-01  0.690490889D+00 -0.354100227D+00 -0.216840434D-18 -0.108420217D-18 -0.135525272D-19  0.100000000D+01  0.859443963D+00
 0.514178425D-01  0.715745289D+00 -0.355544150D+00  0.000000000D+00 -0.108420217D-18  0.542101086D-19  0.100000000D+01  0.878700793D+00
 0.514619872D-01  0.741880439D+00 -0.357158929D+00  0.000000000D+00 -0.108420217D-18  0.000000000D+00  0.100000000D+01  0.876470089D+00
 0.515185334D-01  0.768952228D+00 -0.358959794D+00 -0.216840434D-18 -0.108420217D-18  0.271050543D-19  0.100000000D+01  0.852099359D+00
 0.515874624D-01  0.797022555D+00 -0.360974848D+00 -0.216840434D-18 -0.216840434D-18  0.271050543D-19  0.100000000D+01  0.805363536D+00
 0.516680106D-01  0.826157735D+00 -0.363247365D+00  0.216840434D-18  0.108420217D-18  0.271050543D-19  0.100000000D+01  0.734700680D+00
 0.517595299D-01  0.856429032D+00 -0.365826875D+00  0.433680869D-18  0.108420217D-18  0.000000000D+00  0.100000000D+01  0.637389541D+00
 0.518611520D-01  0.887912609D+00 -0.368775397D+00  0.216840434D-18  0.000000000D+00  0.271050543D-19  0.100000000D+01  0.509845197D+00
 0.519717857D-01  0.920689675D+00 -0.372158170D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.349673778D+00
 0.520903766D-01  0.954846699D+00 -0.376043171D+00  0.000000000D+00  0.542101086D-19  0.542101086D-19  0.100000000D+01  0.178221166D+00
 0.522157289D-01  0.990475428D+00 -0.380497724D+00  0.108420217D-18  0.542101086D-19 -0.542101086D-19  0.100000000D+01  0.232952595D+00
 0.523464270D-01  0.102767256D+01 -0.385587186D+00  0.108420217D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.544774413D+00
 0.524809510D-01  0.106653900D+01 -0.391372174D+00  0.271050543D-19 -0.271050543D-19 -0.542101086D-19  0.100000000D+01  0.961861789D+00
 0.526177436D-01  0.110717753D+01 -0.397903651D+00 -0.189735380D-18  0.000000000D+00 -0.108420217D-18  0.100000000D+01  0.147850287D+01
 0.527558289D-01  0.114969542D+01 -0.405216962D+00 -0.108420217D-18  0.677626358D-20 -0.216840434D-18  0.100000000D+01  0.210495543D+01
 0.528939478D-01  0.119420545D+01 -0.413323849D+00  0.433680869D-18  0.271050543D-19 -0.108420217D-18  0.100000000D+01  0.285319662D+01
 0.530295968D-01  0.124082381D+01 -0.422202915D+00  0.000000000D+00 -0.542101086D-19  0.000000000D+00  0.100000000D+01  0.373448038D+01
 0.531593561D-01  0.128966656D+01 -0.431782901D+00 -0.433680869D-18  0.108420217D-18  0.000000000D+00  0.100000000D+01  0.475800991D+01
 0.532795005D-01  0.134084550D+01 -0.441928148D+00 -0.867361738D-18 -0.542101086D-19  0.000000000D+00  0.100000000D+01  0.592988872D+01
 0.533860363D-01  0.139446464D+01 -0.452413827D+00  0.173472348D-17  0.000000000D+00  0.677626358D-20  0.100000000D+01  0.725138092D+01
 0.534748062D-01  0.145061607D+01 -0.462913632D+00 -0.173472348D-17  0.000000000D+00  0.108420217D-18  0.100000000D+01  0.871765900D+01
 0.535415784D-01  0.150937549D+01 -0.472983956D+00  0.000000000D+00  0.108420217D-18 -0.108420217D-18  0.100000000D+01  0.103165503D+02
 0.535822399D-01  0.157079633D+01 -0.481929511D+00  0.173472348D-17 -0.542101086D-19  0.000000000D+00  0.100000000D+01  0.120160351D+02
 0.535931885D-01  0.163272661D+01 -0.488916457D+00  0.173472348D-17 -0.108420217D-18 -0.216840434D-18  0.100000000D+01  0.137603121D+02
 0.535742194D-01  0.169466827D+01 -0.493289351D+00  0.346944695D-17 -0.650521303D-18 -0.433680869D-18  0.100000000D+01  0.154904280D+02
 0.535250194D-01  0.175646790D+01 -0.494532853D+00  0.000000000D+00  0.433680869D-18 -0.433680869D-18  0.100000000D+01  0.171681423D+02
 0.534471013D-01  0.181796683D+01 -0.492211431D+00  0.346944695D-17  0.000000000D+00 -0.173472348D-17  0.100000000D+01  0.187681122D+02
 0.533413254D-01  0.187901684D+01 -0.485952586D+00  0.000000000D+00 -0.173472348D-17  0.867361738D-18  0.100000000D+01  0.202677803D+02
 0.532106571D-01  0.193947429D+01 -0.475460529D+00  0.346944695D-17  0.867361738D-18  0.000000000D+00  0.100000000D+01  0.216509914D+02
 0.530587360D-01  0.199921005D+01 -0.460584402D+00  0.000000000D+00  0.260208521D-17 -0.173472348D-17  0.100000000D+01  0.229047623D+02
 0.528901219D-01  0.205811219D+01 -0.441201031D+00 -0.693889390D-17  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.240177269D+02
 0.527101271D-01  0.211609306D+01 -0.417260885D+00  0.104083409D-16 -0.173472348D-17  0.000000000D+00  0.100000000D+01  0.249808025D+02
 0.525229760D-01  0.217309175D+01 -0.388827592D+00  0.000000000D+00 -0.520417043D-17  0.867361738D-18  0.100000000D+01  0.257855187D+02
 0.523312055D-01  0.222906650D+01 -0.356041044D+00  0.693889390D-17  0.346944695D-17  0.867361738D-18  0.100000000D+01  0.264275646D+02
 0.521392413D-01  0.228398625D+01 -0.319118351D+00  0.693889390D-17 -0.346944695D-17  0.000000000D+00  0.100000000D+01  0.269055977D+02
 0.519531444D-01  0.233783500D+01 -0.278317839D+00  0.693889390D-17  0.693889390D-17  0.000000000D+00  0.100000000D+01  0.272202110D+02
 0.517796315D-01  0.239061386D+01 -0.233929694D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.273709030D+02
 0.516260266D-01  0.244234096D+01 -0.186256111D+00  0.000000000D+00  0.346944695D-17  0.867361738D-18  0.100000000D+01  0.273554573D+02
 0.515001975D-01  0.249305090D+01 -0.135616690D+00 -0.693889390D-17  0.346944695D-17 -0.867361738D-18  0.100000000D+01  0.271675434D+02
 0.514101572D-01  0.254280147D+01 -0.823712498D-01  0.000000000D+00 -0.693889390D-17  0.000000000D+00  0.100000000D+01  0.267969112D+02
 0.513599850D-01  0.259167099D+01 -0.269501209D-01 -0.346944695D-17  0.346944695D-17  0.000000000D+00  0.100000000D+01  0.262316608D+02
 0.513499081D-01  0.263974009D+01  0.301331468D-01  0.346944695D-17 -0.346944695D-17  0.108420217D-18  0.100000000D+01  0.254613018D+02
 0.513829440D-01  0.268708358D+01  0.882747024D-01 -0.346944695D-17  0.000000000D+00 -0.433680869D-18  0.100000000D+01  0.244760799D+02
 0.514639691D-01  0.273377810D+01  0.146781385D+00 -0.346944695D-17  0.693889390D-17  0.000000000D+00  0.100000000D+01  0.232644024D+02
 0.515969172D-01  0.277990803D+01  0.204849362D+00  0.346944695D-17  0.000000000D+00 -0.867361738D-18  0.100000000D+01  0.218125229D+02
 0.517839119D-01  0.282556617D+01  0.261546642D+00 -0.346944695D-17  0.000000000D+00 -0.867361738D-18  0.100000000D+01  0.201061039D+02
 0.520240739D-01  0.287086360D+01  0.315773278D+00  0.000000000D+00 -0.346944695D-17  0.000000000D+00  0.100000000D+01  0.181333675D+02
 0.523080043D-01  0.291592633D+01  0.366261035D+00  0.000000000D+00  0.693889390D-17  0.867361738D-18  0.100000000D+01  0.158898554D+02
 0.526175089D-01  0.296086974D+01  0.411584914D+00  0.173472348D-17 -0.346944695D-17 -0.173472348D-17  0.100000000D+01  0.133814392D+02
 0.529345982D-01  0.300579115D+01  0.450194061D+00  0.867361738D-18 -0.346944695D-17  0.173472348D-17  0.100000000D+01  0.106251583D+02
 0.532470010D-01  0.305077406D+01  0.480496675D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.764641571D+01
 0.535383299D-01  0.309589234D+01  0.501148403D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.447910833D+01
 0.535251275D-01  0.314168953D+01  0.510786414D+00  0.433680869D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.125724948D+01
 0.534021147D-01  0.318751130D+01  0.508073568D+00  0.216840434D-18 -0.433680869D-18  0.162630326D-18  0.100000000D+01  0.237566114D+01
 0.534391217D-01  0.323354633D+01  0.492447048D+00 -0.433680869D-18  0.173472348D-17  0.000000000D+00  0.100000000D+01  0.575557375D+01
 0.533526503D-01  0.327990463D+01  0.464022666D+00  0.433680869D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.913438606D+01
 0.531675145D-01  0.332655156D+01  0.423438311D+00  0.000000000D+00  0.000000000D+00 -0.867361738D-18  0.100000000D+01  0.124181500D+02
 0.529158637D-01  0.337345620D+01  0.371906966D+00  0.000000000D+00  0.000000000D+00  0.867361738D-18  0.100000000D+01  0.155305920D+02
 0.526263416D-01  0.342059708D+01  0.311169088D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.184038124D+02
 0.523248501D-01  0.346795861D+01  0.243350819D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.209806709D+02
 0.520374999D-01  0.351553068D+01  0.170723855D+00  0.000000000D+00  0.346944695D-17 -0.867361738D-18  0.100000000D+01  0.232188377D+02
 0.517898239D-01  0.356332499D+01  0.955206379D-01  0.346944695D-17  0.104083409D-16  0.867361738D-18  0.100000000D+01  0.250911751D+02
 0.515965223D-01  0.361138528D+01  0.197675247D-01  0.000000000D+00 -0.693889390D-17 -0.867361738D-18  0.100000000D+01  0.265887718D+02
 0.514601916D-01  0.365977878D+01 -0.548456795D-01 -0.693889390D-17 -0.346944695D-17  0.867361738D-18  0.100000000D+01  0.277222328D+02
 0.513789058D-01  0.370858031D+01 -0.127012074D+00 -0.346944695D-17  0.000000000D+00 -0.216840434D-18  0.100000000D+01  0.285193043D+02
 0.513482913D-01  0.375786688D+01 -0.195778117D+00  0.693889390D-17  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.290148354D+02
 0.513628274D-01  0.380770864D+01 -0.260463178D+00  0.138777878D-16  0.346944695D-17 -0.108420217D-18  0.100000000D+01  0.292418823D+02
 0.514193773D-01  0.385816670D+01 -0.320569992D+00  0.693889390D-17 -0.693889390D-17  0.000000000D+00  0.100000000D+01  0.292275944D+02
 0.515172333D-01  0.390930434D+01 -0.375722945D+00  0.000000000D+00  0.000000000D+00  0.433680869D-18  0.100000000D+01  0.289929409D+02
 0.516508669D-01  0.396119188D+01 -0.425653249D+00 -0.693889390D-17  0.346944695D-17  0.000000000D+00  0.100000000D+01  0.285557651D+02
 0.518114567D-01  0.401389545D+01 -0.470192373D+00 -0.138777878D-16  0.000000000D+00 -0.867361738D-18  0.100000000D+01  0.279348011D+02
 0.519906953D-01  0.406746769D+01 -0.509258032D+00 -0.693889390D-17 -0.346944695D-17  0.000000000D+00  0.100000000D+01  0.271480007D+02
 0.521810055D-01  0.412194656D+01 -0.542829513D+00  0.693889390D-17 -0.173472348D-17  0.000000000D+00  0.100000000D+01  0.262095165D+02
 0.523755550D-01  0.417735361D+01 -0.570938587D+00  0.000000000D+00 -0.173472348D-17  0.000000000D+00  0.100000000D+01  0.251291904D+02
 0.525683127D-01  0.423368996D+01 -0.593656063D+00  0.000000000D+00 -0.173472348D-17 -0.867361738D-18  0.100000000D+01  0.239150753D+02
 0.527554266D-01  0.429093698D+01 -0.611108482D+00  0.000000000D+00  0.000000000D+00 -0.867361738D-18  0.100000000D+01  0.225751667D+02
 0.529341958D-01  0.434906303D+01 -0.623481989D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.211200733D+02
 0.530998446D-01  0.440802426D+01 -0.631066084D+00  0.346944695D-17  0.867361738D-18  0.000000000D+00  0.100000000D+01  0.195647278D+02
 0.532471985D-01  0.446775690D+01 -0.634243727D+00  0.346944695D-17 -0.867361738D-18  0.000000000D+00  0.100000000D+01  0.179294453D+02
 0.533719696D-01  0.452817505D+01 -0.633446991D+00 -0.346944695D-17  0.433680869D-18  0.000000000D+00  0.100000000D+01  0.162375011D+02
 0.534708016D-01  0.458917214D+01 -0.629214525D+00  0.000000000D+00  0.000000000D+00  0.433680869D-18  0.100000000D+01  0.145136890D+02
 0.535413362D-01  0.465062338D+01 -0.622139394D+00 -0.346944695D-17  0.000000000D+00 -0.433680869D-18  0.100000000D+01  0.127838717D+02
 0.535822064D-01  0.471238891D+01 -0.612817705D+00  0.000000000D+00  0.542101086D-19 -0.216840434D-18  0.100000000D+01  0.110797405D+02
