 TITLE="SURFACE DATA."
 variables="z","Theta","P","U","V","W","T","M"
 ZONE T="POST", I=     1, J=   200, K=   120
 0.274181438D+01  0.506501096D+01 -0.559068322D+00  0.000000000D+00  0.677626358D-20  0.542101086D-19  0.100000000D+01  0.491432953D+01
 0.274114227D+01  0.510253998D+01 -0.545986295D+00  0.000000000D+00  0.271050543D-19  0.000000000D+00  0.100000000D+01  0.354574966D+01
 0.274033666D+01  0.513875709D+01 -0.534081042D+00  0.000000000D+00 -0.271050543D-19  0.000000000D+00  0.100000000D+01  0.240164495D+01
 0.273940396D+01  0.517376000D+01 -0.523481250D+00  0.000000000D+00  0.677626358D-20 -0.216840434D-18  0.100000000D+01  0.149920595D+01
 0.273835397D+01  0.520763497D+01 -0.514214158D+00  0.000000000D+00 -0.271050543D-19 -0.433680869D-18  0.100000000D+01  0.890407682D+00
 0.273720050D+01  0.524045290D+01 -0.506241441D+00 -0.216840434D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.702256978D+00
 0.273596048D+01  0.527227423D+01 -0.499492496D+00  0.000000000D+00 -0.108420217D-18  0.000000000D+00  0.100000000D+01  0.853895664D+00
 0.273465276D+01  0.530315132D+01 -0.493885458D+00  0.000000000D+00 -0.108420217D-18  0.000000000D+00  0.100000000D+01  0.106091571D+01
 0.273329592D+01  0.533312974D+01 -0.489333749D+00 -0.216840434D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.122219157D+01
 0.273191023D+01  0.536224885D+01 -0.485740215D+00  0.433680869D-18  0.216840434D-18  0.000000000D+00  0.100000000D+01  0.133160949D+01
 0.273051548D+01  0.539054309D+01 -0.482989460D+00 -0.216840434D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.140645516D+01
 0.272913051D+01  0.541804278D+01 -0.480943799D+00 -0.216840434D-18 -0.216840434D-18  0.000000000D+00  0.100000000D+01  0.146839798D+01
 0.272777414D+01  0.544477374D+01 -0.479448348D+00  0.000000000D+00  0.000000000D+00 -0.216840434D-18  0.100000000D+01  0.153662324D+01
 0.272646260D+01  0.547076138D+01 -0.478347808D+00 -0.216840434D-18  0.000000000D+00 -0.433680869D-18  0.100000000D+01  0.162518907D+01
 0.272520995D+01  0.549602848D+01 -0.477479756D+00  0.000000000D+00  0.000000000D+00 -0.216840434D-18  0.100000000D+01  0.174166501D+01
 0.272402644D+01  0.552060021D+01 -0.476709873D+00  0.433680869D-18 -0.433680869D-18  0.216840434D-18  0.100000000D+01  0.188803887D+01
 0.272292137D+01  0.554449907D+01 -0.475931764D+00  0.216840434D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.206227374D+01
 0.272189927D+01  0.556775075D+01 -0.475053430D+00  0.216840434D-18  0.433680869D-18 -0.216840434D-18  0.100000000D+01  0.225856733D+01
 0.272096300D+01  0.559038001D+01 -0.474014580D+00 -0.216840434D-18 -0.433680869D-18 -0.433680869D-18  0.100000000D+01  0.246968508D+01
 0.272011328D+01  0.561241160D+01 -0.472771823D+00 -0.216840434D-18 -0.433680869D-18  0.000000000D+00  0.100000000D+01  0.268799448D+01
 0.271934962D+01  0.563386998D+01 -0.471301794D+00  0.433680869D-18  0.433680869D-18  0.000000000D+00  0.100000000D+01  0.290582013D+01
 0.271867037D+01  0.565477894D+01 -0.469597578D+00  0.216840434D-18 -0.867361738D-18  0.216840434D-18  0.100000000D+01  0.311634994D+01
 0.271807241D+01  0.567516162D+01 -0.467664212D+00 -0.216840434D-18  0.000000000D+00  0.216840434D-18  0.100000000D+01  0.331384849D+01
 0.271755314D+01  0.569504033D+01 -0.465516061D+00  0.000000000D+00  0.000000000D+00  0.216840434D-18  0.100000000D+01  0.349372315D+01
 0.271710825D+01  0.571443635D+01 -0.463175118D+00 -0.216840434D-18  0.867361738D-18 -0.433680869D-18  0.100000000D+01  0.365259457D+01
 0.271673417D+01  0.573336985D+01 -0.460668504D+00  0.000000000D+00  0.173472348D-17  0.216840434D-18  0.100000000D+01  0.378814864D+01
 0.271642685D+01  0.575186061D+01 -0.458026797D+00  0.000000000D+00  0.867361738D-18 -0.216840434D-18  0.100000000D+01  0.389916015D+01
 0.271618176D+01  0.576992794D+01 -0.455281973D+00  0.000000000D+00  0.000000000D+00  0.433680869D-18  0.100000000D+01  0.398538804D+01
 0.271599412D+01  0.578759002D+01 -0.452465385D+00 -0.216840434D-18 -0.867361738D-18  0.433680869D-18  0.100000000D+01  0.404751730D+01
 0.271585989D+01  0.580486407D+01 -0.449606836D+00  0.000000000D+00  0.173472348D-17  0.000000000D+00  0.100000000D+01  0.408680582D+01
 0.271577501D+01  0.582176614D+01 -0.446733862D+00  0.000000000D+00  0.000000000D+00 -0.433680869D-18  0.100000000D+01  0.410496569D+01
 0.271573591D+01  0.583831140D+01 -0.443871200D+00 -0.108420217D-18  0.867361738D-18  0.000000000D+00  0.100000000D+01  0.410398102D+01
 0.271573901D+01  0.585451392D+01 -0.441040307D+00  0.000000000D+00  0.867361738D-18 -0.433680869D-18  0.100000000D+01  0.408605480D+01
 0.271578097D+01  0.587038704D+01 -0.438259184D+00  0.000000000D+00  0.867361738D-18 -0.433680869D-18  0.100000000D+01  0.405348110D+01
 0.271585894D+01  0.588594314D+01 -0.435542315D+00  0.000000000D+00  0.867361738D-18  0.433680869D-18  0.100000000D+01  0.400848865D+01
 0.271597004D+01  0.590119404D+01 -0.432900995D+00  0.271050543D-19  0.867361738D-18 -0.433680869D-18  0.100000000D+01  0.395324755D+01
 0.271611166D+01  0.591615065D+01 -0.430343568D+00  0.000000000D+00  0.000000000D+00 -0.433680869D-18  0.100000000D+01  0.388975096D+01
 0.271628189D+01  0.593082344D+01 -0.427874476D+00 -0.186347248D-19 -0.867361738D-18  0.000000000D+00  0.100000000D+01  0.381974196D+01
 0.271647787D+01  0.594522209D+01 -0.425498307D+00 -0.135525272D-19  0.867361738D-18  0.000000000D+00  0.100000000D+01  0.374509454D+01
 0.271669817D+01  0.595935597D+01 -0.423210740D+00 -0.271050543D-19 -0.867361738D-18  0.000000000D+00  0.100000000D+01  0.366728258D+01
 0.271694088D+01  0.597323375D+01 -0.421016187D+00 -0.542101086D-19  0.867361738D-18  0.433680869D-18  0.100000000D+01  0.358706284D+01
 0.271720386D+01  0.598686373D+01 -0.418919384D+00 -0.542101086D-19 -0.867361738D-18  0.000000000D+00  0.100000000D+01  0.350549340D+01
 0.271748591D+01  0.600025377D+01 -0.416911632D+00  0.162630326D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.342366767D+01
 0.271778560D+01  0.601341139D+01 -0.414990366D+00 -0.542101086D-19  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.334225178D+01
 0.271810126D+01  0.602634367D+01 -0.413152128D+00  0.108420217D-18  0.000000000D+00 -0.433680869D-18  0.100000000D+01  0.326182771D+01
 0.271843195D+01  0.603905743D+01 -0.411392808D+00 -0.108420217D-18  0.433680869D-18  0.433680869D-18  0.100000000D+01  0.318281436D+01
 0.271877623D+01  0.605155912D+01 -0.409708262D+00  0.216840434D-18  0.433680869D-18  0.000000000D+00  0.100000000D+01  0.310558629D+01
 0.271913290D+01  0.606385503D+01 -0.408094138D+00  0.000000000D+00  0.433680869D-18  0.000000000D+00  0.100000000D+01  0.303037929D+01
 0.271950078D+01  0.607595105D+01 -0.406546235D+00  0.108420217D-18 -0.433680869D-18  0.433680869D-18  0.100000000D+01  0.295738769D+01
 0.271987915D+01  0.608785309D+01 -0.405060411D+00 -0.108420217D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.288669682D+01
 0.272026658D+01  0.609956677D+01 -0.403632641D+00  0.216840434D-18 -0.867361738D-18  0.000000000D+00  0.100000000D+01  0.281837153D+01
 0.272066188D+01  0.611109780D+01 -0.402259052D+00  0.000000000D+00  0.000000000D+00 -0.216840434D-18  0.100000000D+01  0.275244880D+01
 0.272106385D+01  0.612245154D+01 -0.400935978D+00 -0.108420217D-18  0.433680869D-18  0.000000000D+00  0.100000000D+01  0.268892956D+01
 0.272147107D+01  0.613363357D+01 -0.399659842D+00  0.000000000D+00  0.433680869D-18  0.000000000D+00  0.100000000D+01  0.262779355D+01
 0.272188187D+01  0.614464937D+01 -0.398427397D+00 -0.108420217D-18 -0.433680869D-18  0.000000000D+00  0.100000000D+01  0.256897855D+01
 0.272229457D+01  0.615550478D+01 -0.397235423D+00  0.108420217D-18  0.000000000D+00  0.216840434D-18  0.100000000D+01  0.251242805D+01
 0.272270656D+01  0.616620595D+01 -0.396080911D+00 -0.108420217D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.245804095D+01
 0.272311473D+01  0.617675979D+01 -0.394960940D+00  0.108420217D-18  0.000000000D+00 -0.216840434D-18  0.100000000D+01  0.240573716D+01
 0.272351503D+01  0.618717432D+01 -0.393872678D+00 -0.108420217D-18 -0.867361738D-18 -0.216840434D-18  0.100000000D+01  0.235538292D+01
 0.272390175D+01  0.619745927D+01 -0.392813176D+00  0.000000000D+00  0.433680869D-18  0.216840434D-18  0.100000000D+01  0.230686498D+01
 0.272426701D+01  0.620762710D+01 -0.391779125D+00  0.108420217D-18 -0.433680869D-18 -0.216840434D-18  0.100000000D+01  0.226001525D+01
 0.272459960D+01  0.621769388D+01 -0.390766740D+00 -0.108420217D-18 -0.433680869D-18 -0.216840434D-18  0.100000000D+01  0.221464443D+01
 0.272488403D+01  0.622768199D+01 -0.389774650D+00  0.000000000D+00 -0.433680869D-18  0.433680869D-18  0.100000000D+01  0.217053771D+01
 0.277666116D+01  0.624218565D+01 -0.390975028D+00 -0.108420217D-18 -0.433680869D-18 -0.216840434D-18  0.100000000D+01  0.234888530D+01
 0.277678704D+01  0.625182928D+01 -0.389905840D+00  0.000000000D+00  0.000000000D+00 -0.216840434D-18  0.100000000D+01  0.230721116D+01
 0.277680254D+01  0.626164388D+01 -0.388824582D+00 -0.108420217D-18  0.000000000D+00  0.216840434D-18  0.100000000D+01  0.226742339D+01
 0.277674246D+01  0.627162991D+01 -0.387740433D+00 -0.108420217D-18 -0.433680869D-18  0.000000000D+00  0.100000000D+01  0.222713828D+01
 0.277663231D+01  0.628178996D+01 -0.386651158D+00  0.000000000D+00  0.433680869D-18 -0.216840434D-18  0.100000000D+01  0.218658805D+01
 0.277648974D+01  0.894200702D-02 -0.385556758D+00  0.325260652D-18  0.433680869D-18 -0.216840434D-18  0.100000000D+01  0.214585900D+01
 0.277632713D+01  0.194615325D-01 -0.384458244D+00  0.108420217D-18  0.000000000D+00 -0.216840434D-18  0.100000000D+01  0.210497761D+01
 0.277615333D+01  0.301683483D-01 -0.383356303D+00 -0.216840434D-18 -0.867361738D-18  0.000000000D+00  0.100000000D+01  0.206395149D+01
 0.277597451D+01  0.410685483D-01 -0.382251322D+00  0.108420217D-18  0.000000000D+00  0.216840434D-18  0.100000000D+01  0.202277851D+01
 0.277579522D+01  0.521684140D-01 -0.381143659D+00 -0.108420217D-18  0.000000000D+00  0.216840434D-18  0.100000000D+01  0.198143566D+01
 0.277561855D+01  0.634747952D-01 -0.380033612D+00 -0.108420217D-18 -0.867361738D-18 -0.108420217D-18  0.100000000D+01  0.193989265D+01
 0.277544665D+01  0.749948514D-01 -0.378921509D+00 -0.216840434D-18  0.433680869D-18  0.000000000D+00  0.100000000D+01  0.189810455D+01
 0.277528119D+01  0.867360189D-01 -0.377807677D+00  0.325260652D-18 -0.433680869D-18  0.000000000D+00  0.100000000D+01  0.185600472D+01
 0.277512336D+01  0.987061516D-01 -0.376692504D+00  0.000000000D+00  0.000000000D+00  0.108420217D-18  0.100000000D+01  0.181353331D+01
 0.277497411D+01  0.110913185D+00 -0.375576436D+00  0.000000000D+00  0.433680869D-18  0.108420217D-18  0.100000000D+01  0.177059603D+01
 0.277483392D+01  0.123365630D+00 -0.374460042D+00  0.108420217D-18 -0.433680869D-18  0.000000000D+00  0.100000000D+01  0.172710288D+01
 0.277470374D+01  0.136072002D+00 -0.373343915D+00 -0.325260652D-18 -0.433680869D-18  0.000000000D+00  0.100000000D+01  0.168293929D+01
 0.277458334D+01  0.149041447D+00 -0.372228771D+00 -0.108420217D-18  0.433680869D-18 -0.108420217D-18  0.100000000D+01  0.163798940D+01
 0.277447391D+01  0.162283070D+00 -0.371115476D+00  0.000000000D+00  0.433680869D-18  0.542101086D-19  0.100000000D+01  0.159211147D+01
 0.277437496D+01  0.175806695D+00 -0.370005012D+00  0.000000000D+00  0.000000000D+00  0.542101086D-19  0.100000000D+01  0.154516745D+01
 0.277428746D+01  0.189622068D+00 -0.368898541D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.149699032D+01
 0.277421141D+01  0.203739759D+00 -0.367797404D+00 -0.108420217D-18  0.433680869D-18  0.000000000D+00  0.100000000D+01  0.144740784D+01
 0.277414703D+01  0.218170235D+00 -0.366703153D+00 -0.108420217D-18 -0.433680869D-18 -0.271050543D-19  0.100000000D+01  0.139624512D+01
 0.277409482D+01  0.232924807D+00 -0.365616590D+00  0.000000000D+00  0.000000000D+00 -0.271050543D-19  0.100000000D+01  0.134327245D+01
 0.277405500D+01  0.248014745D+00 -0.364541978D+00  0.000000000D+00  0.433680869D-18  0.000000000D+00  0.100000000D+01  0.128827703D+01
 0.277402782D+01  0.263452238D+00 -0.363493442D+00 -0.216840434D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.123146915D+01
 0.277401352D+01  0.279249384D+00 -0.362459600D+00 -0.216840434D-18  0.216840434D-18 -0.338813179D-20  0.100000000D+01  0.117224312D+01
 0.277401280D+01  0.295419296D+00 -0.361429423D+00 -0.108420217D-18 -0.216840434D-18 -0.338813179D-19  0.100000000D+01  0.111014605D+01
 0.277402544D+01  0.311975016D+00 -0.360419035D+00  0.000000000D+00  0.216840434D-18  0.542101086D-19  0.100000000D+01  0.104542494D+01
 0.277405238D+01  0.328930818D+00 -0.359434992D+00 -0.108420217D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.977915108D+00
 0.277409363D+01  0.346300495D+00 -0.358480245D+00  0.000000000D+00  0.000000000D+00  0.542101086D-19  0.100000000D+01  0.907684386D+00
 0.277414942D+01  0.364099669D+00 -0.357559174D+00  0.000000000D+00  0.216840434D-18  0.000000000D+00  0.100000000D+01  0.834861934D+00
 0.277422047D+01  0.382343624D+00 -0.356676608D+00 -0.216840434D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.759759903D+00
 0.277430654D+01  0.401048926D+00 -0.355837762D+00  0.000000000D+00  0.000000000D+00  0.542101086D-19  0.100000000D+01  0.683006585D+00
 0.277440834D+01  0.420232000D+00 -0.355048180D+00  0.000000000D+00  0.108420217D-18  0.542101086D-19  0.100000000D+01  0.605704486D+00
 0.277452612D+01  0.439910523D+00 -0.354313821D+00  0.542101086D-19  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.529762268D+00
 0.277466011D+01  0.460102231D+00 -0.353640735D+00  0.000000000D+00  0.000000000D+00 -0.108420217D-18  0.100000000D+01  0.458436936D+00
 0.277481079D+01  0.480825845D+00 -0.353035182D+00  0.000000000D+00  0.000000000D+00  0.542101086D-19  0.100000000D+01  0.397161156D+00
 0.277497888D+01  0.502100345D+00 -0.352503181D+00 -0.135525272D-19  0.542101086D-19  0.000000000D+00  0.100000000D+01  0.354200363D+00
 0.277516413D+01  0.523945733D+00 -0.352050424D+00 -0.135525272D-19  0.000000000D+00 -0.108420217D-18  0.100000000D+01  0.339117765D+00
 0.277536750D+01  0.546382074D+00 -0.351682037D+00 -0.271050543D-19  0.000000000D+00  0.542101086D-19  0.100000000D+01  0.356923044D+00
 0.277558923D+01  0.569430511D+00 -0.351402193D+00 -0.813151629D-19  0.338813179D-19  0.542101086D-19  0.100000000D+01  0.403486937D+00
 0.277582955D+01  0.593112468D+00 -0.351213992D+00 -0.542101086D-19  0.271050543D-19  0.542101086D-19  0.100000000D+01  0.469401181D+00
 0.277608943D+01  0.617450139D+00 -0.351119041D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.545848668D+00
 0.277636910D+01  0.642465984D+00 -0.351117432D+00  0.108420217D-18  0.542101086D-19  0.542101086D-19  0.100000000D+01  0.626442671D+00
 0.277666879D+01  0.668183414D+00 -0.351207763D+00  0.108420217D-18 -0.108420217D-18  0.271050543D-19  0.100000000D+01  0.706784069D+00
 0.277698970D+01  0.694625919D+00 -0.351387203D+00  0.108420217D-18  0.108420217D-18  0.135525272D-19  0.100000000D+01  0.783777893D+00
 0.277733159D+01  0.721817819D+00 -0.351651728D+00 -0.108420217D-18  0.216840434D-18  0.000000000D+00  0.100000000D+01  0.855245888D+00
 0.277769542D+01  0.749783648D+00 -0.351997584D+00  0.108420217D-18 -0.108420217D-18  0.000000000D+00  0.100000000D+01  0.919643164D+00
 0.277808166D+01  0.778548518D+00 -0.352419168D+00 -0.325260652D-18  0.216840434D-18 -0.135525272D-19  0.100000000D+01  0.976144373D+00
 0.277849078D+01  0.808137900D+00 -0.352916658D+00  0.216840434D-18  0.000000000D+00 -0.813151629D-19  0.100000000D+01  0.102422225D+01
 0.277892351D+01  0.838577476D+00 -0.353487194D+00  0.000000000D+00  0.216840434D-18  0.000000000D+00  0.100000000D+01  0.106387544D+01
 0.277937984D+01  0.869893489D+00 -0.354136705D+00 -0.216840434D-18  0.216840434D-18  0.000000000D+00  0.100000000D+01  0.109590185D+01
 0.277986050D+01  0.902112514D+00 -0.354878843D+00  0.000000000D+00  0.000000000D+00 -0.542101086D-19  0.100000000D+01  0.112085331D+01
 0.278036594D+01  0.935261094D+00 -0.355725974D+00 -0.216840434D-18  0.000000000D+00 -0.108420217D-18  0.100000000D+01  0.113924015D+01
 0.278089642D+01  0.969365759D+00 -0.356703877D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.115155292D+01
 0.278145218D+01  0.100445296D+01 -0.357845366D+00  0.000000000D+00  0.216840434D-18  0.000000000D+00  0.100000000D+01  0.115763724D+01
 0.278203368D+01  0.104054912D+01 -0.359193563D+00  0.000000000D+00  0.216840434D-18 -0.108420217D-18  0.100000000D+01  0.115650499D+01
 0.278264046D+01  0.107768081D+01 -0.360801756D+00  0.433680869D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.114595747D+01
 0.278327298D+01  0.111587446D+01 -0.362733841D+00 -0.433680869D-18  0.108420217D-18 -0.216840434D-18  0.100000000D+01  0.112239051D+01
 0.278393030D+01  0.115515686D+01 -0.365064621D+00  0.000000000D+00 -0.216840434D-18 -0.433680869D-18  0.100000000D+01  0.108072329D+01
 0.278461170D+01  0.119555526D+01 -0.367880255D+00  0.000000000D+00  0.108420217D-18  0.216840434D-18  0.100000000D+01  0.101490784D+01
 0.278531623D+01  0.123709799D+01 -0.371279240D+00 -0.216840434D-18  0.000000000D+00  0.216840434D-18  0.100000000D+01  0.919783115D+00
 0.278604126D+01  0.127981457D+01 -0.375373006D+00 -0.216840434D-18  0.000000000D+00 -0.216840434D-18  0.100000000D+01  0.797337711D+00
 0.278678441D+01  0.132373683D+01 -0.380288422D+00  0.216840434D-18  0.542101086D-19 -0.433680869D-18  0.100000000D+01  0.677769125D+00
 0.278754115D+01  0.136889954D+01 -0.386166275D+00  0.000000000D+00 -0.271050543D-19  0.433680869D-18  0.100000000D+01  0.670374751D+00
 0.278830600D+01  0.141534163D+01 -0.393162996D+00  0.000000000D+00 -0.542101086D-19  0.216840434D-18  0.100000000D+01  0.926969111D+00
 0.278907204D+01  0.146310427D+01 -0.401441306D+00  0.108420217D-18  0.271050543D-19  0.000000000D+00  0.100000000D+01  0.146075320D+01
 0.278983092D+01  0.151223336D+01 -0.411158115D+00  0.542101086D-19  0.542101086D-19  0.108420217D-18  0.100000000D+01  0.223752594D+01
 0.279057145D+01  0.156278198D+01 -0.422463775D+00 -0.433680869D-18 -0.108420217D-18  0.000000000D+00  0.100000000D+01  0.326153660D+01
 0.279127836D+01  0.161481364D+01 -0.435264587D+00  0.000000000D+00  0.000000000D+00  0.406575815D-19  0.100000000D+01  0.454836941D+01
 0.279191017D+01  0.166659080D+01 -0.449141353D+00  0.867361738D-18 -0.216840434D-18 -0.542101086D-19  0.100000000D+01  0.609102821D+01
 0.279244685D+01  0.171784725D+01 -0.463619590D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.787362766D+01
 0.279286957D+01  0.176861925D+01 -0.478136390D+00  0.173472348D-17  0.108420217D-18  0.216840434D-18  0.100000000D+01  0.988254452D+01
 0.279315710D+01  0.181895335D+01 -0.491938651D+00 -0.346944695D-17  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.120973625D+02
 0.279328704D+01  0.186890143D+01 -0.504094541D+00  0.173472348D-17 -0.542101086D-19  0.433680869D-18  0.100000000D+01  0.144874134D+02
 0.279323935D+01  0.191851449D+01 -0.513411820D+00  0.346944695D-17  0.000000000D+00 -0.216840434D-18  0.100000000D+01  0.170109444D+02
 0.279299307D+01  0.196784876D+01 -0.518453658D+00  0.693889390D-17  0.867361738D-18  0.108420217D-18  0.100000000D+01  0.196126995D+02
 0.279252577D+01  0.201696688D+01 -0.517537236D+00  0.000000000D+00 -0.867361738D-18 -0.542101086D-19  0.100000000D+01  0.222200146D+02
 0.279181576D+01  0.206593728D+01 -0.508777678D+00 -0.693889390D-17  0.000000000D+00 -0.433680869D-18  0.100000000D+01  0.247387047D+02
 0.279084253D+01  0.211483224D+01 -0.490268171D+00  0.000000000D+00  0.000000000D+00  0.433680869D-18  0.100000000D+01  0.270564518D+02
 0.278959155D+01  0.216372399D+01 -0.460332274D+00 -0.693889390D-17  0.346944695D-17 -0.867361738D-18  0.100000000D+01  0.290538902D+02
 0.278806520D+01  0.221266891D+01 -0.417822063D+00 -0.138777878D-16  0.693889390D-17  0.173472348D-17  0.100000000D+01  0.306169186D+02
 0.278628802D+01  0.226170076D+01 -0.362336904D+00 -0.693889390D-17  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.316468296D+02
 0.278430533D+01  0.231083546D+01 -0.294434071D+00 -0.693889390D-17  0.104083409D-16  0.173472348D-17  0.100000000D+01  0.320709877D+02
 0.278218555D+01  0.236006777D+01 -0.215763479D+00  0.693889390D-17 -0.693889390D-17 -0.173472348D-17  0.100000000D+01  0.318570461D+02
 0.278002048D+01  0.240937000D+01 -0.129040942D+00  0.693889390D-17  0.000000000D+00 -0.173472348D-17  0.100000000D+01  0.310179730D+02
 0.277791953D+01  0.245869337D+01 -0.378756151D-01  0.000000000D+00 -0.693889390D-17  0.000000000D+00  0.100000000D+01  0.296035595D+02
 0.277599239D+01  0.250798748D+01  0.536969975D-01 -0.346944695D-17  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.276904640D+02
 0.277433515D+01  0.255721607D+01  0.141796634D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.253706722D+02
 0.277301741D+01  0.260636696D+01  0.223152325D+00  0.000000000D+00  0.693889390D-17 -0.867361738D-18  0.100000000D+01  0.227448063D+02
 0.277208328D+01  0.265544775D+01  0.295411408D+00  0.346944695D-17  0.000000000D+00 -0.433680869D-18  0.100000000D+01  0.199120102D+02
 0.277155352D+01  0.270448187D+01  0.357153803D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.169625034D+02
 0.277142477D+01  0.275350665D+01  0.407778442D+00  0.000000000D+00  0.000000000D+00  0.271050543D-19  0.100000000D+01  0.139741259D+02
 0.277166629D+01  0.280257583D+01  0.447298974D+00  0.000000000D+00  0.346944695D-17  0.000000000D+00  0.100000000D+01  0.110143757D+02
 0.277222824D+01  0.285174273D+01  0.476148546D+00  0.000000000D+00  0.173472348D-17  0.000000000D+00  0.100000000D+01  0.814419842D+01
 0.277304149D+01  0.290105249D+01  0.494971544D+00  0.216840434D-18 -0.173472348D-17 -0.433680869D-18  0.100000000D+01  0.543709374D+01
 0.277401304D+01  0.295054167D+01  0.504507184D+00 -0.216840434D-18 -0.867361738D-18  0.000000000D+00  0.100000000D+01  0.308831978D+01
 0.277501893D+01  0.300024142D+01  0.505494297D+00  0.000000000D+00  0.000000000D+00  0.433680869D-18  0.100000000D+01  0.210898709D+01
 0.277589655D+01  0.305019208D+01  0.498650789D+00  0.433680869D-18  0.433680869D-18  0.000000000D+00  0.100000000D+01  0.352196121D+01
 0.277643991D+01  0.310047708D+01  0.484660238D+00 -0.433680869D-18  0.000000000D+00  0.216840434D-18  0.100000000D+01  0.561965132D+01
 0.277731991D+01  0.315160307D+01  0.464165658D+00  0.433680869D-18  0.000000000D+00 -0.216840434D-18  0.100000000D+01  0.776428175D+01
 0.277767777D+01  0.320317273D+01  0.437802076D+00 -0.867361738D-18 -0.173472348D-17  0.000000000D+00  0.100000000D+01  0.984464455D+01
 0.277778173D+01  0.325524819D+01  0.406197339D+00  0.867361738D-18  0.520417043D-17  0.542101086D-19  0.100000000D+01  0.118308268D+02
 0.277778506D+01  0.330787311D+01  0.369896054D+00  0.867361738D-18  0.000000000D+00 -0.216840434D-18  0.100000000D+01  0.137177086D+02
 0.277777624D+01  0.336107328D+01  0.329379618D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.155048752D+02
 0.277780533D+01  0.341485836D+01  0.285142452D+00  0.346944695D-17  0.346944695D-17  0.000000000D+00  0.100000000D+01  0.171916103D+02
 0.277789950D+01  0.346922317D+01  0.237660185D+00  0.346944695D-17  0.346944695D-17  0.867361738D-18  0.100000000D+01  0.187761936D+02
 0.277807283D+01  0.352415024D+01  0.187433064D+00 -0.346944695D-17 -0.346944695D-17  0.867361738D-18  0.100000000D+01  0.202553101D+02
 0.277832890D+01  0.357961423D+01  0.134958908D+00 -0.346944695D-17  0.000000000D+00  0.173472348D-17  0.100000000D+01  0.216259518D+02
 0.277866602D+01  0.363557786D+01  0.807445794D-01  0.346944695D-17 -0.346944695D-17  0.000000000D+00  0.100000000D+01  0.228860969D+02
 0.277908134D+01  0.369199239D+01  0.252920780D-01  0.346944695D-17  0.693889390D-17  0.000000000D+00  0.100000000D+01  0.240335503D+02
 0.277956939D+01  0.374879887D+01 -0.308923423D-01  0.346944695D-17  0.346944695D-17 -0.867361738D-18  0.100000000D+01  0.250655117D+02
 0.278012490D+01  0.380593006D+01 -0.873005837D-01  0.346944695D-17  0.693889390D-17  0.867361738D-18  0.100000000D+01  0.259774799D+02
 0.278074193D+01  0.386331199D+01 -0.143414795D+00  0.346944695D-17  0.000000000D+00  0.173472348D-17  0.100000000D+01  0.267638378D+02
 0.278141427D+01  0.392086654D+01 -0.198711097D+00  0.000000000D+00 -0.346944695D-17  0.000000000D+00  0.100000000D+01  0.274177113D+02
 0.278213572D+01  0.397851296D+01 -0.252662182D+00  0.000000000D+00  0.693889390D-17 -0.346944695D-17  0.100000000D+01  0.279320126D+02
 0.278290033D+01  0.403616973D+01 -0.304748654D+00  0.000000000D+00 -0.693889390D-17  0.000000000D+00  0.100000000D+01  0.282997704D+02
 0.278370166D+01  0.409375665D+01 -0.354468972D+00  0.138777878D-16  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.285157528D+02
 0.278453326D+01  0.415119417D+01 -0.401357502D+00  0.000000000D+00  0.346944695D-17 -0.173472348D-17  0.100000000D+01  0.285754623D+02
 0.278538942D+01  0.420840563D+01 -0.444983363D+00 -0.693889390D-17  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.284750042D+02
 0.278626370D+01  0.426531905D+01 -0.484959990D+00  0.693889390D-17  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.282096520D+02
 0.278714943D+01  0.432186881D+01 -0.520934462D+00  0.693889390D-17  0.346944695D-17 -0.867361738D-18  0.100000000D+01  0.277743797D+02
